2019-06-17 14:20:52,633 INFO - helpers.log_helper - Completed configuring logger.
2019-06-17 14:28:12,776 INFO - __main__ - Completed generating dataset.
2019-06-17 14:28:12,777 INFO - __main__ - Dataset info: {'X_train_np.shape': (621, 1329, 672, 3), 'y_train_np.shape': (621, 1329, 5), 'X_val_np.shape': (207, 1329, 672, 3), 'y_val_np.shape': (207, 1329, 5), 'X_test_np.shape': (208, 1329, 672, 3), 'y_test_np.shape': (208, 1329, 5)}
2019-06-17 14:28:13,060 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py:435: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
2019-06-17 14:28:13,216 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/keras/layers/core.py:143: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
2019-06-17 14:28:17,391 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
2019-06-17 14:28:24,920 INFO - models.tcn - Model summary:
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:28:24,921 INFO - models.tcn - Variables: name (type shape) [size]
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:30:27,924 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 40] [Learning rate: 2.9403E-03] rmse: 0.7488148385
2019-06-17 14:30:28,227 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 41] [Learning rate: 2.9403E-03] rmse: 0.6665059631
2019-06-17 14:30:28,530 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 42] [Learning rate: 2.9403E-03] rmse: 0.7332189267
2019-06-17 14:30:28,833 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 43] [Learning rate: 2.9403E-03] rmse: 0.6576408905
2019-06-17 14:30:29,136 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 44] [Learning rate: 2.9403E-03] rmse: 0.6381052286
2019-06-17 14:30:29,439 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 45] [Learning rate: 2.9403E-03] rmse: 0.6805546589
2019-06-17 14:30:29,742 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 46] [Learning rate: 2.9403E-03] rmse: 0.5695168419
2019-06-17 14:30:30,045 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 47] [Learning rate: 2.9403E-03] rmse: 0.5786504677
2019-06-17 14:30:30,348 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 48] [Learning rate: 2.9403E-03] rmse: 0.5712003721
2019-06-17 14:30:30,651 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 49] [Learning rate: 2.9403E-03] rmse: 0.5484304379
2019-06-17 14:30:30,954 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 50] [Learning rate: 2.9403E-03] rmse: 0.5677015292
2019-06-17 14:30:31,257 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 51] [Learning rate: 2.9403E-03] rmse: 0.4922958890
2019-06-17 14:30:31,560 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 52] [Learning rate: 2.9403E-03] rmse: 0.5311014865
2019-06-17 14:30:31,863 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 53] [Learning rate: 2.9403E-03] rmse: 0.4831534487
2019-06-17 14:30:32,166 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 54] [Learning rate: 2.9403E-03] rmse: 0.5512441219
2019-06-17 14:30:32,469 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 55] [Learning rate: 2.9403E-03] rmse: 0.4520443494
2019-06-17 14:30:32,772 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 56] [Learning rate: 2.9403E-03] rmse: 0.4650369611
2019-06-17 14:30:33,076 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 57] [Learning rate: 2.9403E-03] rmse: 0.5410735722
2019-06-17 14:30:33,379 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 58] [Learning rate: 2.9403E-03] rmse: 0.5786009711
2019-06-17 14:30:33,682 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 59] [Learning rate: 2.9403E-03] rmse: 0.5080343789
2019-06-17 14:30:33,985 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 60] [Learning rate: 2.9403E-03] rmse: 0.4125898011
2019-06-17 14:30:34,288 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 61] [Learning rate: 2.9403E-03] rmse: 0.4147428825
2019-06-17 14:30:34,591 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 62] [Learning rate: 2.9403E-03] rmse: 0.3921028601
2019-06-17 14:30:34,894 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 63] [Learning rate: 2.9403E-03] rmse: 0.4734762189
2019-06-17 14:30:35,197 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 64] [Learning rate: 2.9403E-03] rmse: 0.4700791588
2019-06-17 14:30:35,500 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 65] [Learning rate: 2.9403E-03] rmse: 0.4576660215
2019-06-17 14:30:35,802 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 66] [Learning rate: 2.9403E-03] rmse: 0.4324264106
2019-06-17 14:30:36,105 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 67] [Learning rate: 2.9403E-03] rmse: 0.5188727257
2019-06-17 14:30:36,409 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 68] [Learning rate: 2.9403E-03] rmse: 0.4729634067
2019-06-17 14:30:36,712 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 69] [Learning rate: 2.9403E-03] rmse: 0.3663457800
2019-06-17 14:30:37,016 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 70] [Learning rate: 2.9403E-03] rmse: 0.4439394009
2019-06-17 14:30:37,319 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 71] [Learning rate: 2.9403E-03] rmse: 0.4868976521
2019-06-17 14:30:37,624 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 72] [Learning rate: 2.9403E-03] rmse: 0.3338241974
2019-06-17 14:30:37,927 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 73] [Learning rate: 2.9403E-03] rmse: 0.4435783887
2019-06-17 14:30:38,230 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 74] [Learning rate: 2.9403E-03] rmse: 0.5462829109
2019-06-17 14:30:38,533 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 75] [Learning rate: 2.9403E-03] rmse: 0.3731785886
2019-06-17 14:30:38,836 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 76] [Learning rate: 2.9403E-03] rmse: 0.4707757569
2019-06-17 14:30:39,139 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 77] [Learning rate: 2.9403E-03] rmse: 0.3581765343
2019-06-17 14:30:39,442 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 78] [Learning rate: 2.9403E-03] rmse: 0.4691984575
2019-06-17 14:30:39,746 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 79] [Learning rate: 2.9403E-03] rmse: 0.4011924716
2019-06-17 14:30:40,049 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 80] [Learning rate: 2.9403E-03] rmse: 0.3352863077
2019-06-17 14:30:40,352 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 81] [Learning rate: 2.9403E-03] rmse: 0.4200443533
2019-06-17 14:30:40,655 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 82] [Learning rate: 2.9403E-03] rmse: 0.4224402385
2019-06-17 14:30:40,958 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 83] [Learning rate: 2.9403E-03] rmse: 0.3765348575
2019-06-17 14:30:41,261 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 84] [Learning rate: 2.9403E-03] rmse: 0.4062602885
2019-06-17 14:30:41,565 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 85] [Learning rate: 2.9403E-03] rmse: 0.3379566922
2019-06-17 14:30:41,868 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 86] [Learning rate: 2.9403E-03] rmse: 0.3896070760
2019-06-17 14:30:42,171 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 87] [Learning rate: 2.9403E-03] rmse: 0.3922609215
2019-06-17 14:30:42,474 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 88] [Learning rate: 2.9403E-03] rmse: 0.3622976544
2019-06-17 14:30:42,777 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 89] [Learning rate: 2.9403E-03] rmse: 0.3505291375
2019-06-17 14:30:43,080 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 90] [Learning rate: 2.9403E-03] rmse: 0.4252666373
2019-06-17 14:30:43,383 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 91] [Learning rate: 2.9403E-03] rmse: 0.3376147186
2019-06-17 14:30:43,686 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 92] [Learning rate: 2.9403E-03] rmse: 0.3259497360
2019-06-17 14:30:43,989 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 93] [Learning rate: 2.9403E-03] rmse: 0.4011020388
2019-06-17 14:30:44,292 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 94] [Learning rate: 2.9403E-03] rmse: 0.2836620690
2019-06-17 14:30:44,595 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 95] [Learning rate: 2.9403E-03] rmse: 0.3395492330
2019-06-17 14:30:44,898 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 96] [Learning rate: 2.9403E-03] rmse: 0.2888304191
2019-06-17 14:30:45,201 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 97] [Learning rate: 2.9403E-03] rmse: 0.3787398022
2019-06-17 14:30:45,504 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 98] [Learning rate: 2.9403E-03] rmse: 0.3282603598
2019-06-17 14:30:45,807 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 99] [Learning rate: 2.9403E-03] rmse: 0.2999305213
2019-06-17 14:30:46,110 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 100] [Learning rate: 2.9403E-03] rmse: 0.3587479511
2019-06-17 14:30:46,414 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 101] [Learning rate: 2.9403E-03] rmse: 0.3939872995
2019-06-17 14:30:46,717 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 102] [Learning rate: 2.9403E-03] rmse: 0.2572458861
2019-06-17 14:30:47,019 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 103] [Learning rate: 2.9403E-03] rmse: 0.3308777688
2019-06-17 14:30:47,323 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 104] [Learning rate: 2.9403E-03] rmse: 0.2978114367
2019-06-17 14:30:47,627 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 105] [Learning rate: 2.9403E-03] rmse: 0.3225638079
2019-06-17 14:30:47,930 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 106] [Learning rate: 2.9403E-03] rmse: 0.2951635798
2019-06-17 14:30:48,233 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 107] [Learning rate: 2.9403E-03] rmse: 0.2669708852
2019-06-17 14:30:48,536 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 108] [Learning rate: 2.9403E-03] rmse: 0.3246987134
2019-06-17 14:30:48,839 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 109] [Learning rate: 2.9403E-03] rmse: 0.2825062696
2019-06-17 14:30:49,142 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 110] [Learning rate: 2.9403E-03] rmse: 0.3406675701
2019-06-17 14:30:49,445 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 111] [Learning rate: 2.9403E-03] rmse: 0.3797659020
2019-06-17 14:30:49,748 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 112] [Learning rate: 2.9403E-03] rmse: 0.3362617370
2019-06-17 14:30:50,051 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 113] [Learning rate: 2.9403E-03] rmse: 0.3267413097
2019-06-17 14:30:50,355 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 114] [Learning rate: 2.9403E-03] rmse: 0.2992618131
2019-06-17 14:30:50,658 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 115] [Learning rate: 2.9403E-03] rmse: 0.2839809785
2019-06-17 14:30:50,961 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 116] [Learning rate: 2.9403E-03] rmse: 0.2659967990
2019-06-17 14:30:51,264 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 117] [Learning rate: 2.9403E-03] rmse: 0.3272512360
2019-06-17 14:30:51,567 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 118] [Learning rate: 2.9403E-03] rmse: 0.2260674296
2019-06-17 14:30:51,871 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 119] [Learning rate: 2.9403E-03] rmse: 0.2823338420
2019-06-17 14:30:52,174 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 120] [Learning rate: 2.9403E-03] rmse: 0.2191721470
2019-06-17 14:30:52,477 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 121] [Learning rate: 2.9403E-03] rmse: 0.3547607960
2019-06-17 14:30:52,780 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 122] [Learning rate: 2.9403E-03] rmse: 0.2978642946
2019-06-17 14:30:53,083 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 123] [Learning rate: 2.9403E-03] rmse: 0.3119925193
2019-06-17 14:30:53,386 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 124] [Learning rate: 2.9403E-03] rmse: 0.2602469925
2019-06-17 14:30:53,689 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 125] [Learning rate: 2.9403E-03] rmse: 0.2901596307
2019-06-17 14:30:53,992 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 126] [Learning rate: 2.9403E-03] rmse: 0.3396994186
2019-06-17 14:30:54,295 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 127] [Learning rate: 2.9403E-03] rmse: 0.3131019755
2019-06-17 14:30:54,598 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 128] [Learning rate: 2.9403E-03] rmse: 0.2797174022
2019-06-17 14:30:54,901 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 129] [Learning rate: 2.9403E-03] rmse: 0.2789684312
2019-06-17 14:30:55,204 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 130] [Learning rate: 2.9403E-03] rmse: 0.2335050571
2019-06-17 14:30:55,507 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 131] [Learning rate: 2.9403E-03] rmse: 0.2463744621
2019-06-17 14:30:55,811 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 132] [Learning rate: 2.9403E-03] rmse: 0.2649891761
2019-06-17 14:30:56,114 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 133] [Learning rate: 2.9403E-03] rmse: 0.3103895329
2019-06-17 14:30:56,417 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 134] [Learning rate: 2.9403E-03] rmse: 0.2457940684
2019-06-17 14:30:56,720 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 135] [Learning rate: 2.9403E-03] rmse: 0.2819638069
2019-06-17 14:30:57,024 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 136] [Learning rate: 2.9403E-03] rmse: 0.2588903553
2019-06-17 14:30:57,327 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 137] [Learning rate: 2.9403E-03] rmse: 0.2425227076
2019-06-17 14:30:57,630 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 138] [Learning rate: 2.9403E-03] rmse: 0.2156305126
2019-06-17 14:30:57,934 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 139] [Learning rate: 2.9403E-03] rmse: 0.2598285312
2019-06-17 14:30:58,237 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 140] [Learning rate: 2.9403E-03] rmse: 0.2846398577
2019-06-17 14:30:58,541 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 141] [Learning rate: 2.9403E-03] rmse: 0.2083254882
2019-06-17 14:30:58,844 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 142] [Learning rate: 2.9403E-03] rmse: 0.2613184415
2019-06-17 14:30:59,147 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 143] [Learning rate: 2.9403E-03] rmse: 0.2702149000
2019-06-17 14:30:59,451 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 144] [Learning rate: 2.9403E-03] rmse: 0.2998627349
2019-06-17 14:30:59,754 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 145] [Learning rate: 2.9403E-03] rmse: 0.2624565230
2019-06-17 14:31:00,057 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 146] [Learning rate: 2.9403E-03] rmse: 0.2752551970
2019-06-17 14:31:00,361 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 147] [Learning rate: 2.9403E-03] rmse: 0.2297460572
2019-06-17 14:31:00,664 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 148] [Learning rate: 2.9403E-03] rmse: 0.2626776565
2019-06-17 14:31:00,967 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 149] [Learning rate: 2.9403E-03] rmse: 0.2066710776
2019-06-17 14:31:01,271 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 150] [Learning rate: 2.9403E-03] rmse: 0.2148961523
2019-06-17 14:31:01,574 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 151] [Learning rate: 2.9403E-03] rmse: 0.3007886192
2019-06-17 14:31:01,877 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 152] [Learning rate: 2.9403E-03] rmse: 0.2306915516
2019-06-17 14:31:02,181 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 153] [Learning rate: 2.9403E-03] rmse: 0.2826047957
2019-06-17 14:31:02,484 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 154] [Learning rate: 2.9403E-03] rmse: 0.3020296693
2019-06-17 14:31:02,788 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 155] [Learning rate: 2.9403E-03] rmse: 0.2438753823
2019-06-17 14:31:03,091 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 156] [Learning rate: 2.9403E-03] rmse: 0.2598892864
2019-06-17 14:31:03,394 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 157] [Learning rate: 2.9403E-03] rmse: 0.2143022823
2019-06-17 14:31:03,697 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 158] [Learning rate: 2.9403E-03] rmse: 0.2597683928
2019-06-17 14:31:04,001 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 159] [Learning rate: 2.9403E-03] rmse: 0.2483861810
2019-06-17 14:31:04,304 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 160] [Learning rate: 2.9403E-03] rmse: 0.2670785877
2019-06-17 14:31:04,608 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 161] [Learning rate: 2.9403E-03] rmse: 0.2853148294
2019-06-17 14:31:04,911 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 162] [Learning rate: 2.9403E-03] rmse: 0.2032153589
2019-06-17 14:31:05,214 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 163] [Learning rate: 2.9403E-03] rmse: 0.2282258014
2019-06-17 14:31:05,518 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 164] [Learning rate: 2.9403E-03] rmse: 0.3058913364
2019-06-17 14:31:05,821 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 165] [Learning rate: 2.9403E-03] rmse: 0.2449255418
2019-06-17 14:31:06,124 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 166] [Learning rate: 2.9403E-03] rmse: 0.2673142517
2019-06-17 14:31:06,427 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 167] [Learning rate: 2.9403E-03] rmse: 0.3144343471
2019-06-17 14:31:06,731 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 168] [Learning rate: 2.9403E-03] rmse: 0.1872043862
2019-06-17 14:31:07,034 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 169] [Learning rate: 2.9403E-03] rmse: 0.2373837704
2019-06-17 14:31:07,337 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 170] [Learning rate: 2.9403E-03] rmse: 0.2251981896
2019-06-17 14:31:07,640 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 171] [Learning rate: 2.9403E-03] rmse: 0.2247882048
2019-06-17 14:31:07,943 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 172] [Learning rate: 2.9403E-03] rmse: 0.2279182598
2019-06-17 14:31:08,246 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 173] [Learning rate: 2.9403E-03] rmse: 0.2552717172
2019-06-17 14:31:08,550 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 174] [Learning rate: 2.9403E-03] rmse: 0.2524974916
2019-06-17 14:31:08,853 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 175] [Learning rate: 2.9403E-03] rmse: 0.1930562543
2019-06-17 14:31:09,156 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 176] [Learning rate: 2.9403E-03] rmse: 0.2081770589
2019-06-17 14:31:09,460 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 177] [Learning rate: 2.9403E-03] rmse: 0.2334305969
2019-06-17 14:31:09,763 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 178] [Learning rate: 2.9403E-03] rmse: 0.1848495531
2019-06-17 14:31:10,066 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 179] [Learning rate: 2.9403E-03] rmse: 0.1976357001
2019-06-17 14:31:10,369 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 180] [Learning rate: 2.9403E-03] rmse: 0.2559492376
2019-06-17 14:31:10,673 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 181] [Learning rate: 2.9403E-03] rmse: 0.2469883357
2019-06-17 14:31:10,976 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 182] [Learning rate: 2.9403E-03] rmse: 0.1886190459
2019-06-17 14:31:11,279 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 183] [Learning rate: 2.9403E-03] rmse: 0.1983297746
2019-06-17 14:31:11,583 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 184] [Learning rate: 2.9403E-03] rmse: 0.2082299045
2019-06-17 14:31:11,886 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 185] [Learning rate: 2.9403E-03] rmse: 0.2004263498
2019-06-17 14:31:12,189 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 186] [Learning rate: 2.9403E-03] rmse: 0.2332528830
2019-06-17 14:31:12,492 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 187] [Learning rate: 2.9403E-03] rmse: 0.2518241020
2019-06-17 14:31:12,795 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 188] [Learning rate: 2.9403E-03] rmse: 0.2613558745
2019-06-17 14:31:13,098 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 189] [Learning rate: 2.9403E-03] rmse: 0.2602805004
2019-06-17 14:31:13,401 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 190] [Learning rate: 2.9403E-03] rmse: 0.1784871895
2019-06-17 14:31:13,705 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 191] [Learning rate: 2.9403E-03] rmse: 0.2059006499
2019-06-17 14:31:14,008 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 192] [Learning rate: 2.9403E-03] rmse: 0.2066704017
2019-06-17 14:31:14,311 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 193] [Learning rate: 2.9403E-03] rmse: 0.1777348990
2019-06-17 14:31:14,614 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 194] [Learning rate: 2.9403E-03] rmse: 0.1774705669
2019-06-17 14:31:14,918 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 195] [Learning rate: 2.9403E-03] rmse: 0.2241974744
2019-06-17 14:31:15,221 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 196] [Learning rate: 2.9403E-03] rmse: 0.2138449688
2019-06-17 14:31:15,525 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 197] [Learning rate: 2.9403E-03] rmse: 0.1527122723
2019-06-17 14:31:15,828 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 198] [Learning rate: 2.9403E-03] rmse: 0.1708726264
2019-06-17 14:31:16,131 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 199] [Learning rate: 2.9403E-03] rmse: 0.2027925467
2019-06-17 14:31:16,434 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 200] [Learning rate: 2.9403E-03] rmse: 0.2128123393
2019-06-17 14:31:16,737 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 201] [Learning rate: 2.9403E-03] rmse: 0.2107261818
2019-06-17 14:31:17,041 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 202] [Learning rate: 2.9403E-03] rmse: 0.2028723852
2019-06-17 14:31:17,344 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 203] [Learning rate: 2.9403E-03] rmse: 0.1731938782
2019-06-17 14:31:17,647 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 204] [Learning rate: 2.9403E-03] rmse: 0.1605767394
2019-06-17 14:31:17,951 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 205] [Learning rate: 2.9403E-03] rmse: 0.2001144990
2019-06-17 14:31:18,254 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 206] [Learning rate: 2.9403E-03] rmse: 0.1866158860
2019-06-17 14:31:18,557 INFO - trainers.nn_trainer - [train] [Epoch: 1] [Batch: 207] [Learning rate: 2.9403E-03] rmse: 0.1941679607
